NAMES,MEANING,GENDER
kalappasami,Moon; Name of a Hindu God; Lord of Moon,Boy
kalapriya,Lover of Art; One who likes and loves art and artistically talented,Boy
kalari,Kalari means Forms of Shiva,Boy
kalasanth,One of many names of Lord Shiva,Boy
kalash,"Kalash name means Sacred pot, The Pinnacle of Templom",Boy
kalasinha,Black Lion; Lion of Time; One of many names of Lord Shiva,Boy
kalatapaswi,A Man who Dedicated to Arts; A Connoisseur; Artistically talented,Boy
kalateeta,Beyond time limitations; One who has won time; Immortal; Eternal,Boy
kalathar,One who controls time,Boy
kalathinathan,Sun; Son of one who controls time,Boy
kalavati,Kalavati means Artistic,Girl
kalayavan,The name means As Horrible as Death,Boy
kalbir,Brave of the Family; Warrior of time; Defender of time,Boy
kaldeep,Kaldeep means Light of the Family,Boy
kaldhuta,Kaldhuta means Completly White or Silver,Boy
kaleecharan,Feet of Goddess Kali; Black Feet; One of many names of Goddess Kali signifying her black feet,Boy
kalendu,The name means Digit of the Moon,Boy
kalesh,One of many names of Lord Shiva signifying him as Immortal God,Boy
kalhana,"Kalhana name means Knower of Meaning, Reader",Boy
kalhans,Black Swan,Boy
kalia,Beauty; Magnificence; Gorgeousness; Splendour,Boy
kaliannan,Name of a person who is like God,Boy
kaliappan,Devottee of Goddess Kali; One who worships Goddess Kali,Boy
kalicharan,The name means Devotee of the Goddes Kali,Boy
kalida,"Kalida means The Black One, Servant of Kali",Girl
kalidaas,Name of a Great Indian Poet ; One who serves Goddess Kali,Boy
kalidas,"Kalidas means Poet, Dramatist",Boy
kalidasa,The Servant of Kali; One who serves Goddess Kali,Boy
kalidass,Name of a Great Indian Poet ; One who serves Goddess Kali,Boy
kalidoss,Name of a Great Indian Poet ; One who serves Goddess Kali,Boy
kalijan,Men of Art; Blessed; Happy; Excellent; Auspicious; talented,Boy
kalikesh,One of names of Goddess Kali; One with black and beautiful hair,Boy
kalima,Speaker; Mouthpiece; Blackness; The Mother Kali,Girl
kalimohan,The name means Devoted to Goddes Kalli,Boy
kalind,Mountain;,Boy
kalinda,Kalinda means Sun,Girl
kalindha,Kalidha means Like a Sun,Girl
kalindi,"Kalindi means The Sun, Daughter of the Sun God",Girl
kalindra,"Kalindra name means To Give Meaning, To Add Meaning",Boy
kaling,A Bird; One who knows the Arts and the Skills; Name of an ancient kingdom in India,Boy
kalinga,A Bird; One who knows the Arts and the Skills; Name of an ancient kingdom in India,Boy
kalingan,Five head of Snake; A name derived from Kalinga,Boy
kalini,Kalini name means Flower,Girl
kalipada,A Devotee of Goddess Kali; One who worships Goddess Kali,Boy
kalipi,"A practical, resourseful and metriculous being",Boy
kaliprasanna,One who pleases Goddess Kali; One who makes Goddess Kali happy; Devotee of Goddess Kali,Boy
kaliram,Kaliram name is a variant of Krishna,Boy
kaliranjan,The name means Devotee to Goddes Kali,Boy
kalirathinam,A Devotee of Goddess Kali; One who worships Goddess Kali,Boy
kalita,"Kalita name means To Be Known, Understood",Girl
kalith,Appreciate; Know; Recognize; Value; Understood,Boy
kalix,Kalix name means to Be Praised,Boy
kaliya,Of Time; Of Death; Name of mythological serpent which was fought by Lord Krishna,Boy
kaliyah,A Devotee of Goddess Kali; One who worships Goddess Kali,Boy
kaliyugavaradhan,The name means Protector in Kalyiugh,Boy
kalka,Kalka means The Pupil of an Eye,Girl
kalki,Bagavan of Kali Yug; Eternity; Destroyer of Filth; White Horse; Incarnation of Lord Vishnu,Boy
kalkin,Kalkin means the White Horse,Boy
kalladan,"A quick individual who is philosophical; A likable, easy going person and compassionate",Boy
kalliyan,Kalliyan means Beautiful and Blessed,Boy
kallol,Shouts of Joy; Large Waves; Ripples of Water,Boy
kallolee,"Kallolee means Joy, Happiness",Girl
kallolini,The name means The Flowing River,Girl
kalluri,A School; Name for place of study in Tamil,Boy
kalmali,Kalmali name means The One who Dispells the Darkness,Boy
kalmesh,One of many names of Lord Shiva,Boy
kalmit,Desired; Wished for; Longing; Craving,Boy
kalol,Chirp of Birds; Shouts of Joy; Large Waves; Ripples of Water,Boy
kalp,Thought; Consideration; Reflection; Notion,Boy
kalpa,Able; Fit; Proficient; Capable; Talented; Competent;,Boy
kalpaj,Born in Paradise; A Deva; Born in heaven; God,Boy
kalpajit,Lord of Paradise; Conqueror of Heaven; One who wins over imagination,Boy
kalpak,The name Kalpak means A Heavenly Tree,Boy
kalpaka,"Kalpaka means Imagine,Ceremony",unisex
kalpalata,The meaning of the name is a Creeper of Paradise,Girl
kalpana,Idea; Imagination; Fancy; Dream like,Girl
kalpanath,"The name means Imagination, Idea",Boy
kalpee,Kalpee means Inventor,Girl
kalpen,Fit; Proper; One who imagines;,Boy
kalpesa,Kalpesa means Lord of Protection,Boy
kalpesh,The name means Imaging of God,Boy
kalphana,"Kalphana means Fantasy, Imagining",Girl
kalpit,Thought; One who imagines; A Visionary; Reflection; Notion,Boy
kalpita,"The name means Creative, Imagined",Girl
kalpith,The meaning of the name Kalpith is Imagination,Boy
kalpnath,Lord of Imagination; Lord of thoughtfulness,Boy
kalpvan,"A Forest of Wishes, desires, longings and cravings; Imaginations and thoughts",Boy
kalvidasan,Kalvidanas means Learned,Boy
kalvik,Kalvic means Sparrow,Boy
kalvimani,The name means Learned,Boy
kalwant,The name means A Person of Good Family,Boy
kalwindar,Lord of Perfection; Lord of Excellence,Boy
kalya,Pleasant; Happiness; Welfare; Benefit,Boy
kalyaan,Welfare; Happiness; Benefit; Wellbeing of Others,Boy
kalyaana,Welfare; Happiness; Benefit; Wellbeing of Others,Boy
kalyan,Kalyan means Beautiful. Blessed,Boy
kalyana,Beautiful; Auspicious; Blessed with welfare and happiness,Boy
kalyanam,"Servant of Prosperity, Happiness, Benefit and Welfare of others",Boy
kalyandas,"Servant of Prosperity, Happiness, Benefit and Welfare of others",Boy
kalyani,The name means Auspicious,Girl
kalyanin,Kalyanin means Wedding,Girl
kalynda,The name means The Sun,Girl
kalyon,Welfare; Happiness; Benefit; Wellbeing of Others,Boy
kam,Love; Desire; Wish; Long; Crave,Boy
kama,Kama means Love,Girl
kamadev,The name means The God of Desire or Love,Boy
kamadeva,The God of Desire or Love; Lord of wishes and longings,Boy
kamadhenu,The name means The Desire Granting Cow,Girl
kamajit,Kamajit means Achiver of Perfection,Boy
kamakhya,The meaning of the name is Goddess Durga,Girl
kamakodi,The God of Desire or Love; Lord of wishes and longings,Boy
kamakshi,Kamakshi means One with Loving Eyes,Girl
kamakya,Kamakya means Granter of Wishes,Girl
kamala,Kamala means Lotus,Girl
kamalaakara,Wonder; Brightness and Radiance of Lotus,Boy
kamalaapati,One of many names of Lord Vishnu signifying him as owner of Lotus,Boy
kamalabuddhi,"One with lotus Like Intelligence, brilliance and radiance",Boy
kamalaj,Kamalaj means Lord Brahama,Boy
kamalakant,Kamalkant means Lord of the Lotus,Boy
kamalakar,The name means Lake Full of Lotus Flowers,Boy
kamalaksh,Kamalaksh means With Beautiful Lotus type Eyes,Boy
kamalaksha,The name means Lotus-Eyed,Boy
kamalakshi,The meaning of the name is One whose Eyes are Beautiful like Lotuses,Girl
kamalakumar,One of many names of Lord Brahama signifying his birth from lotus,Boy
kamalan,Kamalan means One who is like a Lotus,Boy
kamalanayan,The name means One with Eyes like Lotus,Boy
kamalanta,One of many names of Lord Narayana signifying his possession of Lotus,Boy
kamalapathi,One of many names of Lord Vishnu signifying him as owner of Lotus,Boy
kamalapati,One of many names of Lord Vishnu signifying him as owner of Lotus,Boy
kamalbandhu,The name means Brother of Lotus Sun,Boy
kamaldeep,"Lotus Lamp; Brilliant, Bright and Radiant light of Lotus",Boy
kamaldev,Lord's Lotus; Lord who holds lotus; One of many names of Lord Vishnu,Boy
kamaldip,"Lotus Lamp; Brilliant, Bright and Radiant light of Lotus",Boy
kamalendu,God of Lotus; God who possesses Lotus; One of many names of Lord Vishnu,Boy
kamalesh,Kamalesh means The Preserver,Boy
kamaleshwar,God of Lotus; God who possesses Lotus; One of many names of Lord Vishnu,Boy
kamalika,Kamalika means Lotus,Girl
kamalinder,The name means Lors's Lotus,Boy
kamalini,Kamalini means Lotus,Girl
kamaljeet,Achiever of Perfection; Victory of one who possesses Lotus; Lord Vishnu,Boy
kamaljit,Achiever of Perfection; Victory of one who possesses Lotus; Lord Vishnu,Boy
kamaljot,"Light of Lotus; Brilliant, Radiant and Bright light of lotus",Boy
kamalkali,Kamalkali means The Bud of the Lotus,Girl
kamalkant,Kamalkant means Lord of Lotus,Boy
kamalmeet,The name means Friend of the Lotus,Boy
kamalmohan,The meaning of the name is Attractive as a Lotus,Boy
kamalnain,The name means No Lotus,Boy
kamalnath,Kamalnath means Lord Vishnu,Boy
kamalnayan,The name means The Lord with Lotus Shaped Eyes,unisex
kamalpal,Kamalpal means Lotus Keeper,Boy
kamalprakash,The name means Bright Lotus,Boy
kamalpreet,One who loves the flower Lotus; Lover of Lotus,Boy
kamalprem,Kamalprem means Love of Lotus,Boy
kamalraj,One who possesses and owns the Lotus; One of many names of Lord Vishnu,Boy
kamalroop,The name means Looks like Lotus,Boy
kamalvir,Kamalvir means Brave Lotus,Boy
kamalwant,Kamalwant means Complete Lotus,Girl
kaman,Desired; Wished; Longed; Craved;,Boy
kamana,"Kamana means Desire, Wish",Girl
kamanda,Name of a Rishi; An Ancient Indian Sage,Boy
kamapala,Kamapala means Protector of the Desires,Boy
kamaraj,"King of Love Making; King of Desires, Wishes and longings",Boy
kamaraja,Kamaraja means Lord of Desire,Boy
kamarasan,"Unaffected by Desires, Wishes, longings and cravings",Boy
kamari,Another name of Moon; Radiant; Brilliant and Luminant like Moon,Girl
kamaroopin,"Changing form at will, One who is like everyones desires and wishes",Boy
kamarupa,Kamarupa means Of the Form of Love,Boy
kamat,Unrestrained; Uninhibited; Unrepressed; Uncontrolled,Boy
kamayani,"God of desires, wishes, longings and cravings",Boy
kambadur,One who can seize the opportunity and is loved,Boy
kamban,Poet who Composed Kamba Ramayanam,Boy
kambod,A Raga,Boy
kambodi,A Raga,Boy
kamboj,"Kamboj means Elephant, Conch Shell",Boy
kamboja,Shell; Elephant; Strong and Powerful hands,Boy
kambojha,Shell; Elephant; Strong and Powerful hands,Boy
kamdev,"God of desires, wishes, longings and cravings",Boy
kameelah,Perfect; Ideal; Flawless; Great and Wonderful,Boy
kamesh,Kamesh means The Lord of Love,Boy
kameshvari,Kameshvari name means The Queen of Desire,Girl
kameshwar,"He who has full control over passion, his wishes and desires; God of desires and Wishes",Boy
kameshwary,"He who has full control over passion, his wishes and desires; God of desires and Wishes",Boy
kameswar,"He who has full control over passion, his wishes and desires; God of desires and Wishes",Boy
kami,Kami name means The Loving One,Boy
kamik,Desired; Wished for; Longing; Craving,Boy
kamika,Desired; Wished for; Longing; Craving,Boy
kamini,Beautiful Woman; Desired; Wish; A variant of name Kamala which means flower,Girl
kamith,Desired; Wished for; Longing; Craving,Boy
kamiya,Wish; Desire; Long; Crave,Boy
kamiyab,Success; One who wins or accomplishes his wishes and desires; Victorious,Boy
kamlaj,One of many names of Lord Brahama signifying his birth from lotus,Boy
kamlakant,One of many names of Lord Vishnu signifying him as owner of Lotus,Boy
kamlakar,"Brightness, Brilliance and Radiance of Lotus;",Boy
kamlapati,One of many names of Lord Vishnu signifying him as owner of Lotus,Boy
kamlesh,"Kamlesh name means The Lord of Lotus, The one who perserves",Boy
kamleshwar,"The name means The Lotus Lord, Lord Vishnu",Boy
kammi,Young Attendant; Beautiful; Good looking; Charming; A variant of name Kamala which means flower,Girl
kammie,Young Attendant; Beautiful; Good looking; Charming; A variant of name Kamala which means flower,Girl
kamna,Wish; Desire; Long; Crave,Boy
kamnika,"Kamnika means Alluring, Charming",Girl
kamod,"Kamod means The one Who Grants Wishes, Generous",Boy
kampan,Poet who Composed Kamba Ramayanam,Boy
kampu,Sweet,Boy
kamraj,Cupid; God of desires and wishes; Angel of Wishes; Cherub of desires,Boy
kamsa,Kamsa is the Tyrant Ruler of the Vrishni Kingdom,Boy
kamsantak,The name means Who Slayed the Kamsa,Boy
kamukh,Passionate; Loving; Adoring; Ardent; Fervent,Boy
kamya,Beautiful; Good Looking; Charming;,Girl
kamyak,Desired; Wished for; Longing; Craving,Boy
kanaad,Name of an Ancient Hindu Rishi,Boy
kanad,Name of an Ancient Hindu Rishi,Boy
kanagarajan,Origin of Everything; Lord of Everything;,Boy
kanagu,Gold; Shining and lustrous,Boy
kanahiya,One of many childhood names of Lord Krishna; A pet name of Lord Krishna signifying his beauty,Boy
kanai,One of many childhood names of Lord Krishna; A pet name of Lord Krishna signifying his beauty,Boy
kanailal,Son of Lord Krishna; Offspring of Lord Krishna; Descendant of Lord Shri Krishna,Boy
kanaiya,Kanaiya means Lord Krishna,Boy
kanak,"Kanak means Gold, The Golden One",Unisex
kanaka,The name means Gold,Unisex
kanakabati,A Fairy Tale,Girl
kanakalata,Kanakalata name means The One who Keeps The Gold,Boy
kanakambujam,Golden Lotus; Shining and Radiant Lotus of Gold,Boy
kanakamya,Consisting of Gold; Golden; Shining and Lustrous,Boy
kanakapriya,The name means She Loves Gold,Girl
kanakarasa,Fluid Gold; Essence of Gold; Shining and Lustrous,Boy
kanakendu,Gold; Golden Moon; Shining Moon,Boy
kanaklata,Kanaklata means The Keeper of Gold,Girl
kanakraj,Origin of Everything; Lord of Everything;,Boy
kanakva,Name of an Ancient Hindu Rishi,Boy
kanal,Shining; Golden,Boy
kanaladi,Shining; Golden,Boy
kanan,"Kanan means Garden, Firest",Unisex
kananbala,Kananbala means The Forest Nymph,Girl
kanasu,"Kanasu means Dream, Dreamy",Girl
kanav,Name of an Ancient Hindu Rishi,Boy
kanayaha,One of many childhood names of Lord Krishna; A pet name of Lord Krishna signifying his beauty,Boy
kanchan,Gold; Shining and Bright,Girl
kanchana,Gold; That which Shines,Boy
kanchanabha,Golden Hued Body; Shining and Lustrous Body,Boy
kanchanjeet,Kanchanjeet means The Golden Victory,Boy
kanchanjot,The name means The Golden Light,Girl
kanchanprabha,The name means The Light of Gold,Girl
kanchanpreet,Kanchanpreet means Golden,Boy
kanchi,"Kanchi means Brilliant, Smart",Girl
kancuka,Armour; Golden Armour,Boy
kanda,Root; A Knot; The Place Where the Three Main Nadis,Boy
kandadai,A piece of cloth with fragrance; Lord's Garment,Boy
kandaiah,Name of older son of Lord Shiva; One of many names of Lord Muruga; God of War,Boy
kandan,Cloud; Name of older son of Lord Shiva; One of many names of Lord Muruga; God of War,Boy
